seed,profile,ants_requested,pre_days,post_days,adaptation_days,phase,food_x,food_y,phase_food_trips,phase_food_collected,day,model_version,calibration_status,px_per_cm,arena_width_cm,arena_height_cm,nest_radius_cm,sim_day_seconds,random_state,species,speed,ant_count_target,pheromone_strength,diffusion_rate,evaporation_rate,sense_threshold,temperature,humidity,resource_pressure,threat_pressure,hunger_pressure,brood_demand,soldier_ratio,ants,queens,role_worker,role_nurse,role_soldier,eggs,larvae,pupae,brood_total,dead,nest_corpses,disposed_corpses,food_store,water_store,carrying_food,carrying_water,carrying_corpse,avg_energy,avg_hydration,avg_turn_noise,low_noise_ants,high_noise_ants,brood_temp,brood_humidity,brood_stress,food_trips,water_trips,foraging_trips,food_collected,water_collected,food_trip_rate,water_trip_rate,corpse_moves,corpse_move_rate,task_explore,task_food,task_water,task_brood,task_corpse,task_patrol,task_defense,state_exploring,state_following_food_trail,state_following_water_trail,state_carrying_food,state_carrying_water,state_brood_care,state_corpse_cleanup,state_carrying_corpse,state_returning_to_recover,state_patrolling,food_pheromone,water_pheromone,nest_pheromone,alarm_pheromone,death_pheromone,avoid_pheromone
1,diverse,240,2,2,0.5,initial_food,960,180,2,7,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,151259330,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,34,1979,19,0,0,85,88,0.0604,72,72,25.6,61.5,0.18,2,0,2,7,0,1,0,0,0,20,186,0,0,0,34,0,100,24,0,19,0,0,0,0,0,34,14554,0,31655,0,0,0
1,diverse,240,2,2,0.5,relocated_early,220,620,3,16,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2815250498,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,48,1976,20,0,0,85,88,0.0604,72,72,25.7,60.7,0.2,5,0,5,23,0,2,0,0,0,154,52,0,0,0,34,0,74,52,0,20,0,0,0,0,0,34,23751,0,31882,0,0,0
1,diverse,240,2,2,0.5,relocated_late,220,620,5,26,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2157835275,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,61,1958,24,0,0,85,89,0.0604,72,72,25.9,59.2,0.24,10,0,10,49,0,2.5,0,0,0,193,13,0,0,0,34,0,37,87,0,24,0,0,0,0,0,34,42060,0,30737,0,0,0
1,diverse,240,2,2,0.5,relocated_total,220,620,8,42,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2157835275,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,154,52,34,0,0,0,0,0,0,0,61,1958,24,0,0,85,89,0.0604,72,72,25.9,59.2,0.24,10,0,10,49,0,2.5,0,0,0,193,13,0,0,0,34,0,37,87,0,24,0,0,0,0,0,34,42060,0,30737,0,0,0
2,diverse,240,2,2,0.5,initial_food,960,180,6,30,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3243466376,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,57,1977,19,0,0,86,89,0.0604,72,72,25.6,61.5,0.18,6,0,6,30,0,3,0,0,0,179,25,0,0,0,36,0,85,34,0,19,0,0,0,0,0,36,19551,0,30956,0,0,0
2,diverse,240,2,2,0.5,relocated_early,220,620,4,21,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1574964738,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,76,1973,25,0,0,86,89,0.0604,72,72,25.7,60.7,0.2,10,0,10,51,0,4,0,0,0,193,11,0,0,0,36,0,49,64,0,25,0,0,0,0,0,36,29790,0,30852,0,0,0
2,diverse,240,2,2,0.5,relocated_late,220,620,35,180,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3422005308,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,244,1957,15,0,0,87,90,0.0604,72,72,25.9,59.2,0.24,45,0,45,231,0,11.25,0,0,0,202,2,0,0,0,36,0,48,72,0,15,0,0,0,0,0,36,41163,0,28258,0,0,0
2,diverse,240,2,2,0.5,relocated_total,220,620,39,201,4,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,3422005308,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,156,48,36,0,0,0,0,0,0,0,244,1957,15,0,0,87,90,0.0604,72,72,25.9,59.2,0.24,45,0,45,231,0,11.25,0,0,0,202,2,0,0,0,36,0,48,72,0,15,0,0,0,0,0,36,41163,0,28258,0,0,0
3,diverse,240,2,2,0.5,initial_food,960,180,4,20,2,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,1572894636,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,47,1979,23,0,0,86,88,0.0604,72,72,25.6,61.5,0.18,4,0,4,20,0,2,0,0,0,167,50,0,0,0,23,0,105,26,0,23,0,0,0,0,0,23,22274,0,32749,0,0,0
3,diverse,240,2,2,0.5,relocated_early,220,620,4,23,2.5,0.3-literature-alignment,provisional_behavioral_units,20,60,38,3.6,86400,2815382761,lasius,1.4,240,120,100,80,10,26,58,45,25,95,0,12,240,1,163,54,23,0,0,0,0,0,0,0,68,1976,32,0,0,85,88,0.0604,72,72,25.7,60.7,0.2,8,0,8,43,0,3.2,0,0,0,204,13,0,0,0,23,0,64,62,0,32,0,0,0,0,0,23,36522,0,32226,0,0,0
